0, 0, 1, 22, 0, 0, 0, 0, 0
0, 0, 1, 22, 0, -22.240398713551237, 17.011874251600506, -21.14425775641888, 0
0, 0, 1, 22, 0, -22.637538762077725, 17.315650125982227, -21.521824348618697, 0
0, 0, 1, 22, 0, -24.62323900471016, 18.83452949789083, -23.409657309617785, 0
0, 0, 1, 22, 0, -24.627210405195427, 18.83756725663465, -23.413432975539784, 0
0, 0, 1, 22, 0, -25.22848043866453, 19.297483930448575, -23.985068796130307, 0
0, 0, 1, 22, 0, -27.799803396854127, 21.264311206720468, -26.42966145398725, 0
0, 0, 1, 22, 0, -28.581344405321506, 21.86211871591836, -27.172683408902877, 0
0, 0, 1, 22, 0, -28.613119107272944, 21.88642346157252, -27.202892061942233, 0
0, 0, 1, 22, 0, -29.38836359096008, 22.479414704247354, -27.939927822786526, 0
0, 0, 1, 22, 0, -37.33116456148983, 28.554932191881772, -35.49125966678288, 0
0, 0, 1, 22, 0, -38.11375499075391, 29.153542412166836, -36.23527932071039, 0
0, 0, 1, 22, 0, -38.14552969270535, 29.177847157820995, -36.26548797374974, 0
0, 0, 1, 22, 0, -38.91972475559578, 29.77003568940865, -37.001526035582145, 0
0, 0, 1, 22, 0, -94.51933154930404, 72.29865810284959, -89.86084894355665, 0
0, 0, 1, 22, 0, -95.30821850334836, 72.9020845896577, -90.61085479155548, 0
0, 0, 1, 22, 0, -95.3399932052998, 72.92638933531187, -90.64106344459485, 0
0, 0, 1, 22, 0, -96.10789174341, 73.51376160037647, -91.37111531235593, 0
0, 0, 1, 22, 0, -214.85276625282978, 164.34274804051103, -204.26352638010147, 0
0, 0, 1, 22, 0, -214.88752212296646, 164.36933310761728, -204.29656927138157, 0
0, 0, 1, 22, 0, -214.9192945192988, 164.39363608968335, -204.32677573243663, 0
0, 0, 1, 22, 0, -215.03844100554517, 164.4847722724312, -204.4400499613932, 0
0, 0, 1, 22, 0, -215.08793524137948, 164.52263084354033, -204.48710482283778, 0
0, 0, 1, 22, 0, -216.08830146288565, 165.28781965984703, -205.4381669647882, 0
0, 0, 1, 22, 0, -216.13762889759818, 165.32555064332854, -205.48506324607604, 0
0, 0, 1, 22, 0, -239.07830921294556, 182.87307637779597, -227.29508850429036, 0
0, 0, 1, 22, 0, -340.74616163572637, 260.63970021951656, -323.9521361074437, 0
0, 0, 1, 22, 0, -340.99493407629757, 260.82998842121515, -324.18864754205777, 0
0, 0, 1, 22, 0, -341.0267132380487, 260.85429657820885, -324.218860435091, 0
0, 0, 1, 22, 0, -341.3206704842468, 261.0791470304007, -324.49832969564847, 0
0, 0, 1, 22, 0, -341.4196800339123, 261.1548802953619, -324.5924594576836, 0
0, 0, 1, 22, 0, -343.50134647396936, 262.7471650456551, -326.57152882322674, 0
0, 0, 1, 22, 0, -343.60125715413614, 262.8235875931679, -326.66651530261834, 0
